Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
1985.1079.3,False,False,369645,Drawings and Prints,Print,Bacchanal with a Black Bull,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 20 3/4 x 25 1/4 in. (52.7 x 64.1 cm)
sheet: 24 1/2 x 49 1/2 in. (62.2 x 125.7 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/369645,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1983.1212.1,False,False,369769,Drawings and Prints,Print,Bacchanal with Young Man in a Mask,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Jacques Frélaut|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|French|Paris",", 1981","Picasso, Pablo|Frélaut, Jacques|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,"1955, printed 1961",1961,1961,Etching,"plate: 10 1/8 x 12 1/16 in. (25.7 x 30.6 cm)
sheet: 15 7/8 x 20 in. (40.3 x 50.8 cm)","Gift of Reiss-Cohen Inc., 1983",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/369769,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1983.1212.2,False,False,369773,Drawings and Prints,Print,Olga Picasso,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Jacques Frélaut|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|French|Paris",", 1981","Picasso, Pablo|Frélaut, Jacques|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,"1920, printed 1961",1961,1961,Drypoint,"plate: 5 7/8 x 3 7/8 in. (14.9 x 9.8 cm)
sheet: 12 7/8 x 9 3/4 in. (32.7 x 24.8 cm)","Gift of Reiss-Cohen Inc., 1983",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/369773,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1983.1212.3,False,False,369774,Drawings and Prints,Print,Maternal Joy,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Jacques Frélaut|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|French|Paris",", 1981","Picasso, Pablo|Frélaut, Jacques|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,"1922, printed 1961",1961,1961,Etching,"plate: 3 15/16 x 5 7/8 in. (10 x 14.9 cm)
sheet: 8 3/8 x 10 3/4 in. (21.3 x 27.3 cm)","Gift of Reiss-Cohen Inc., 1983",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/369774,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1983.1212.4,False,False,369775,Drawings and Prints,Print,Mother and Son,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Jacques Frélaut|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|French|Paris",", 1981","Picasso, Pablo|Frélaut, Jacques|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,"1922, printed 1961",1961,1961,Etching,"plate: 5 1/2 x 5 in. (14 x 12.7 cm)
sheet: 12 7/8 x 9 13/16 in. (32.7 x 24.9 cm)","Gift of Reiss-Cohen Inc., 1983",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/369775,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1983.1212.5,False,False,369776,Drawings and Prints,Print,Profile I,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Jacques Frélaut|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|French|Paris",", 1981","Picasso, Pablo|Frélaut, Jacques|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,"1922, printed 1961",1961,1961,Drypoint,"plate: 6 1/16 x 4 1/2 in. (15.4 x 11.4 cm)
sheet: 12 3/4 x 9 5/8 in. (32.4 x 24.4 cm)","Gift of Reiss-Cohen Inc., 1983",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/369776,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1983.1212.6,False,False,369777,Drawings and Prints,Print,The Guitar on a Table,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Jacques Frélaut|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|French|Paris",", 1981","Picasso, Pablo|Frélaut, Jacques|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,"1925–26, printed 1961",1961,1961,Etching and drypoint,"plate: 3 1/8 x 4 3/4 in. (7.9 x 12.1 cm)
sheet: 8 1/4 x 11 3/4 in. (21 x 29.8 cm)","Gift of Reiss-Cohen Inc., 1983",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/369777,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1983.1212.7,False,False,369778,Drawings and Prints,Print,Head of a Man,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Jacques Frélaut|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|French|Paris",", 1981","Picasso, Pablo|Frélaut, Jacques|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,"1925–26, printed 1961",1961,1961,Etching,"plate: 4 5/8 x 3 1/8 in. (11.7 x 7.9 cm)
sheet: 12 1/8 x 9 1/2 in. (30.8 x 24.1 cm)","Gift of Reiss-Cohen Inc., 1983",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/369778,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1983.1212.8,False,False,369779,Drawings and Prints,Print,The Necklace,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Jacques Frélaut|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|French|Paris",", 1981","Picasso, Pablo|Frélaut, Jacques|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,"1923, printed 1961",1961,1961,Drypoint,"plate: 7 x 5 1/8 in. (17.8 x 13 cm)
sheet: 12 1/4 x 9 5/8 in. (31.1 x 24.4 cm)","Gift of Reiss-Cohen Inc., 1983",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/369779,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1983.1212.9,False,False,369780,Drawings and Prints,Print,The Three Bathers II,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Jacques Frélaut|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|French|Paris",", 1981","Picasso, Pablo|Frélaut, Jacques|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,"1923, printed 1961",1961,1961,Etching,"plate: 7 x 5 1/16 in. (17.8 x 12.9 cm)
sheet: 12 1/4 x 9 7/16 in. (31.1 x 24 cm)","Gift of Reiss-Cohen Inc., 1983",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/369780,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
